transcript_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
MSTRG.314.3,323,356,5292,154,161,1059,1593,139,276,203,164,180
NR_038968,0,0,0,0,0,0,0,0,0,0,0,0
NM_207422,134,261,320,103,0,102,127,348,242,194,302,353
NM_173493,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.173.1,5,5,0,5,4,2,14,3,2,0,3,0
NM_173494,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.155.7,0,13,0,0,0,0,0,0,0,0,23,11
MSTRG.155.6,177,614,146,17,136,29,267,149,398,100,291,981
NM_001167989,211,35,66,45,157,90,191,37,196,137,29,54
MSTRG.645.6,67,6,16,8,4,7,23,1,29,5,45,17
NM_138737,16,59,0,0,0,0,286,59,0,0,0,174
MSTRG.832.1,11,14,23,31,17,8,50,23,17,15,17,15
NM_001170784,2,34,21,6,33,18,75,3,0,0,1,70
MSTRG.902.2,39,0,0,0,0,0,0,0,0,0,0,0
MSTRG.751.1,1834,1827,1637,694,1366,651,1419,1432,2688,995,1303,1542
NM_001145140,0,0,0,0,0,0,0,0,0,0,0,0
NR_030228,0,0,0,0,0,0,1,0,1,0,2,0
NM_001078171,1212,772,769,857,1182,415,1038,109,1371,247,837,911
NM_001078172,283,224,310,253,228,123,380,237,230,218,218,254
NM_001078173,9,19,2,25,20,6,10,13,42,6,7,69
NM_001145149,0,0,0,40,66,48,49,0,0,1,0,0
MSTRG.686.3,28,55,112,173,34,0,245,234,129,9,38,228
MSTRG.123.10,119,0,29,0,0,0,0,0,0,0,0,0
MSTRG.161.1,20,11,11,9,8,5,31,9,14,7,9,8
NM_153280,9467,10883,12516,7462,7336,11284,10536,6623,10826,5547,8132,6697
NM_015698,1655,1500,1721,1099,1231,588,1513,1243,2186,886,1185,1241
MSTRG.143.1,276,149,260,173,295,155,229,395,326,165,306,305
MSTRG.737.1,9584,6633,8982,4562,3414,3683,6187,5956,6030,4100,6300,7352
MSTRG.647.1,531,556,676,370,578,208,847,472,700,370,396,290
MSTRG.803.1,3,3,6,10,7,0,23,6,10,5,3,1
NM_001257168,0,0,0,0,0,0,0,0,0,0,0,0
NR_026710,0,4,0,0,0,0,0,0,0,0,0,0
NR_026711,45,39,0,19,25,0,26,19,54,0,17,4
NM_006579,4656,3780,5720,2503,2752,2528,2654,2870,3482,2157,3186,3150
MSTRG.450.1,3,8,3,6,3,1,8,2,6,1,1,3
MSTRG.801.1,7,11,8,4,1,0,19,0,6,8,20,7
NM_001282146,0,0,0,0,0,0,0,0,0,0,0,0
NM_013271,0,0,0,8,2,0,2,0,0,0,0,4
NM_001282145,142,17,38,4,20,73,43,28,4,0,0,0
NM_001282142,933,380,645,445,361,414,573,255,645,268,798,478
NM_145812,0,0,0,0,1,0,1,1,2,3,0,0
NM_001282141,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024452,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139441,0,20,0,0,19,114,0,259,24,0,25,532
NM_175743_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.452.2,10,3,3,0,0,0,0,3,0,0,77,4
MSTRG.452.1,35,28,10,1,1,63,2,2,0,1,9,7
NM_001024455,113,17,103,16,53,4,59,42,77,65,41,65
MSTRG.781.1,15,8,18,9,10,9,14,2,11,6,6,9
NR_030727,6,5,0,0,3,0,0,0,0,0,0,0
MSTRG.830.1,311,0,0,0,0,0,0,0,0,0,0,0
NM_001305841,0,0,0,0,0,0,0,0,0,0,0,0
NM_001305840,25,18,26,10,26,6,0,0,176,8,20,13
NM_001305842,24,25,26,42,27,0,4,1,48,27,47,0
NR_030225,0,0,0,0,0,0,0,0,0,0,0,0
NR_030224,0,0,0,0,0,0,0,0,0,0,0,0
NR_030227,0,0,0,0,0,0,0,0,0,1,0,0
NR_030226,0,0,0,0,0,0,0,0,0,0,0,0
NR_030229,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168399,0,0,1,6,0,16,2,3,0,27,1,7
MSTRG.990.1,52,737,942,599,2020,10,38,808,4217,457,586,50
MSTRG.990.2,6,0,0,0,0,1384,3268,504,0,0,0,3249
NR_029973,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.422.1,51,61,24,10,23,11,64,10,41,15,15,18
MSTRG.278.1,58,38,38,60,56,11,57,38,54,15,35,37
NM_152424,1349,1455,1122,789,1,523,1664,877,1990,1203,963,1165
NM_005278,0,0,0,0,0,0,0,0,0,0,0,0
NM_152423,0,0,0,0,3,0,0,0,0,0,0,0
NM_001282201,170,98,159,77,96,55,135,134,89,57,160,113
MSTRG.424.1,22,50,33,22,35,9,78,11,62,10,23,20
NM_001282202,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184767,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.426.1,11,16,25,8,14,15,9,6,25,9,1,21
MSTRG.904.5,44,130,28,188,5,166,297,401,295,17,20,53
MSTRG.339.2,5,10,13,4,2,4,9,3,7,0,14,5
NM_001184768,60,92,161,2,48,38,71,68,108,1,120,1
NM_003611,7,17,5,70,8,351,23,1332,2,16,172,330
MSTRG.373.8,4164,2778,5502,2540,2272,2727,4679,2308,0,2901,0,4336
MSTRG.904.2,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.889.1,13,0,0,0,0,0,0,0,0,0,0,0
NM_032553,15,15,15,9,12,16,14,11,18,16,15,19
NM_001171095,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039582,58,91,3,0,0,0,6,17,2,4,0,12
NM_001171092,5,0,3,0,0,0,0,0,0,0,5,0
NM_005361_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NR_030237,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.650.1,193,0,16,0,0,13,0,0,52,58,1,111
NM_020871,0,0,0,0,0,0,0,0,0,3,0,2
MSTRG.490.1,10685,0,0,0,0,6,0,0,0,0,0,0
NR_102268,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.697.5,319,280,305,121,225,142,470,140,220,180,226,249
MSTRG.331.1,7,7,20,0,0,0,10,1,9,4,6,1
MSTRG.490.3,9,0,9,12,2,0,3,8,4,0,0,7
NM_001104545,0,43,0,0,0,0,7,0,0,0,0,0
NM_001104544,0,0,0,0,0,0,0,0,0,0,0,0
NM_004114,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136157,22,15,8,70,136,1224,4,19,4,49,11,85
NR_003238_dup1,7,27,24,12,6,9,4,5,17,8,4,10
NM_001271183,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271184,1,5,0,0,0,0,1,1,0,0,0,2
NM_001271186,3849,3725,3098,3,0,1580,3,0,2,2768,26,3
NM_001271187,0,0,0,0,0,0,0,0,0,0,0,0
NR_033835,124,278,108,140,111,0,100,125,194,88,210,225
NM_001080137_dup8,0,0,0,0,0,0,0,0,0,0,0,0
NM_013452,0,4,0,0,0,0,0,0,0,0,0,0
NR_033836,76,177,57,106,79,122,89,100,165,58,217,268
MSTRG.817.2,116,117,73,29,84,34,117,56,99,51,53,84
MSTRG.137.1,238,160,172,91,143,87,189,115,184,105,109,113
MSTRG.276.8,0,0,0,0,0,407,0,0,0,0,160,0
MSTRG.276.7,0,0,0,0,0,0,0,309,178,0,0,0
MSTRG.276.6,14,897,1,0,660,1,16,225,11,0,1,17
MSTRG.276.5,0,0,0,0,0,0,0,271,0,0,4,0
MSTRG.276.4,10,27,0,0,27,0,25,11,10,9,4,20
MSTRG.186.11,6,438,334,1054,4,1,598,1354,309,1,238,3
MSTRG.186.10,2,1198,4,1,1,0,2,0,0,1,0,0
MSTRG.276.1,882,1,14,16,18,0,5,0,3,1,0,0
NM_033518,0,0,0,2,0,0,0,0,0,0,0,0
NM_001256119,0,225,451,261,0,0,310,231,617,132,256,243
NR_038428,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204526,349,475,0,37,267,630,72,165,266,0,388,456
NM_001204527,0,0,0,653,187,0,8,4,8,0,7,19
NM_001006612,0,14,22,0,0,0,0,0,0,0,0,0
NM_001006613,53,75,56,40,74,26,69,127,120,38,76,94
MSTRG.586.1,24,50,37,14,7,11,30,20,42,20,15,18
MSTRG.1044.1,281,199,420,169,188,65,208,176,251,165,108,301
MSTRG.1044.2,69,73,151,77,51,22,141,156,104,0,33,147
MSTRG.897.1,0,4,8,3,4,0,9,0,15,1,2,4
NM_033289,0,0,0,0,0,0,0,0,0,0,0,0
NM_006223,0,167,196,338,429,67,548,371,404,360,274,205
MSTRG.327.1,20,8,18,16,24,4,28,8,21,19,14,14
NM_001080145_dup9,0,0,0,0,0,0,0,0,0,0,0,0
NM_015129,199,370,203,83,0,577,992,0,700,533,577,0
NR_004394,3,0,1,1,3,0,0,4,2,0,1,2
NM_001278697,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013845,863,678,1046,621,599,356,809,934,1212,508,453,825
NM_172377,0,0,0,0,0,0,0,0,0,0,0,0
NM_005296,5,12,3,3,0,0,12,8,6,0,8,0
MSTRG.335.1,10,3,5,3,3,0,0,2,1,3,3,12
NM_001256789,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271696,799,1300,603,166,632,86,768,1128,1283,663,753,1254
NM_001271697,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172335,0,0,0,0,0,0,0,0,0,0,0,0
NR_033941,0,0,0,0,0,0,0,0,0,0,0,0
NR_104645,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.448.1,422,1092,867,2415,617,133,1090,559,4127,617,616,2573
NM_001271698,0,0,457,1101,0,0,375,0,0,0,464,0
NM_001271699,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018024,613,883,930,730,964,476,911,1059,1239,593,774,721
NM_001018025,43,55,67,28,38,76,81,47,116,24,110,63
NR_036049,0,0,1,0,0,0,0,0,0,0,0,0
NM_175698_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242922_dup4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184880,0,0,0,0,0,0,0,0,0,0,0,0
NM_016024,1626,1839,1381,1069,1351,761,1539,1750,1845,1158,1288,1425
NR_029852,0,2,0,0,0,0,1,0,0,1,0,0
MSTRG.695.3,131,205,223,106,192,76,247,158,268,162,194,179
MSTRG.313.4,0,0,0,390,262,0,171,57,986,69,563,202
MSTRG.313.1,446,628,0,727,970,0,766,978,136,361,84,1229
NM_001039210,0,3,3,0,0,0,0,0,0,0,0,0
MSTRG.695.1,838,900,735,306,615,142,1381,509,800,461,481,474
NM_001136533,0,0,0,0,0,0,0,0,0,0,0,0
NR_126093,8,0,63,30,14,3,10,5,67,19,5,4
MSTRG.582.1,992,934,1,0,198,0,2,0,0,3,1,0
NM_004840,4012,2793,3115,1475,2191,1436,3777,2539,3198,2419,1370,2176
MSTRG.311.1,12,9,13,12,18,11,11,8,20,5,8,9
NM_001011658,0,0,0,0,0,0,0,0,0,0,0,0
NR_106917,0,1,1,3,2,2,2,0,1,2,1,1
NR_106916,0,0,0,0,1,0,0,0,0,2,0,1
NM_182699,0,0,0,0,0,0,0,0,0,0,0,0
NM_005120,5250,3693,4083,1408,1976,1793,4061,1879,4186,2588,2680,3039
MSTRG.580.1,20,34,22,11,55,4,50,18,33,26,8,13
NM_017544,2029,2054,2297,975,1691,937,2319,1829,2216,1301,1917,1361
MSTRG.895.6,0,0,12,0,1,0,14,0,11,75,0,10
NM_001018113,39,67,40,18,9,17,0,22,67,32,168,61
MSTRG.726.2,0,0,0,476,0,0,1365,335,237,0,0,375
MSTRG.895.3,92,97,80,74,46,0,51,32,141,37,99,0
NM_004458,1641,1666,1847,1958,2497,687,1696,2568,3219,1586,3507,2146
NM_012278,60,24,69,31,17,19,69,15,56,10,27,22
NM_001277423_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169574,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.307.1,49,32,33,4,19,17,42,25,48,22,38,38
MSTRG.214.1,74,255,157,263,293,105,346,185,187,113,155,169
NM_001242922_dup8,0,0,0,0,0,0,0,0,0,0,0,0
NM_004187,159,76,51,53,40,224,79,37,1372,102,1327,152
NM_001195328,347,414,747,484,531,213,678,628,869,297,639,532
NM_004182,3457,3429,4564,3215,2806,1744,2962,3543,3361,2319,3311,3965
NM_016157,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278697_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.693.1,54,67,31,10,22,7,84,29,59,34,45,30
NM_012471,0,0,0,0,0,4,5,0,3,0,0,0
MSTRG.95.1,15,20,9,41,12,5,37,23,62,32,22,79
MSTRG.558.1,10,0,9,651,688,223,761,6,324,52,16,13
MSTRG.303.3,22,331,26,2,6,166,1146,9,8,3,11,169
MSTRG.303.1,294,176,276,224,412,80,47,0,373,246,362,184
MSTRG.766.1,0,5,0,0,0,0,0,0,0,3,9,5
NM_001267053,0,0,0,0,15,0,4,3,0,8,0,0
NM_016542,3494,2950,1641,1902,5299,371,4432,3909,6485,3943,2347,5573
NM_000513,0,0,0,0,0,0,0,0,0,0,0,0
NM_004057,0,0,0,0,0,0,0,0,0,0,0,0
NM_006962,144,0,12,0,0,0,434,0,1,0,0,1
MSTRG.764.1,25,28,79,3,7,41,14,8,0,5,20,9
NR_102703,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1011.12,0,0,0,0,0,0,0,2839,0,0,2346,21794
NM_021083,0,4,3,0,4,0,0,0,0,4,12,0
MSTRG.768.1,131,72,92,17,63,28,91,47,78,62,52,42
NM_004988,0,0,2,0,0,0,0,0,0,0,0,0
MSTRG.7.1,6,4,20,11,5,0,84,0,20,19,2,0
MSTRG.736.1,38,83,16,25,84,8,97,27,19,0,71,68
NM_016484,1691,430,1113,575,815,467,533,765,1146,888,1139,1106
NM_016370,54,0,79,0,96,0,3,74,0,53,67,76
NM_017776,208,266,164,0,170,93,207,0,174,91,153,254
MSTRG.5.1,54,33,20,7,0,6,11,0,11,0,4,17
MSTRG.921.1,5,167,2,550,8,2,16,220,304,5,20,72
NM_016378,2,2,3,0,0,3,0,0,0,0,1,0
NM_016379,0,0,0,0,0,0,0,0,0,0,0,0
NR_034116_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.738.1,49,102,144,85,60,34,153,65,100,38,53,67
NM_001173488,189,221,110,476,210,103,83,101,117,237,246,107
NM_001173489,0,2,0,0,0,0,0,0,3,0,0,0
NM_001173486,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.670.1,120,77,110,57,106,24,141,83,110,84,139,93
NM_001205019,8,195,76,11,96,332,2,886,170,1,698,815
NM_001173480,52,234,211,80,0,0,90,126,37,71,0,43
MSTRG.923.1,22,22,26,14,27,15,57,13,47,14,16,15
NM_138437,0,0,0,0,0,0,0,0,0,0,0,0
NM_000351,0,0,0,1,0,1,0,0,1,0,0,0
MSTRG.758.1,3,11,6,0,0,3,4,0,1,0,3,1
NM_000425,0,0,0,0,0,0,0,0,0,0,0,1
NM_152631,0,0,0,0,0,0,0,0,0,0,0,0
NM_021796,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.925.1,5630,7365,3232,3894,3004,1052,8043,5334,6817,3982,5498,3917
NR_046101,8,0,0,0,0,0,0,0,0,0,0,0
NM_152632,0,0,0,0,0,0,0,0,0,0,0,0
NM_003334,15359,9063,20131,12177,11434,1738,16891,8129,13273,10881,7737,12217
NM_006743,17341,27253,17665,14915,11311,5458,13800,16119,17799,10683,15338,15861
NM_003336,0,0,0,0,0,0,0,0,0,0,0,0
NM_152633,37,0,53,0,0,0,18,5,0,54,0,0
NM_006746,0,0,0,0,6,58,99,0,0,0,0,0
NR_029521,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.206.8,21,1477,19,683,28,0,38,0,48,24,0,22
MSTRG.206.9,0,19,0,0,4,0,1,282,0,0,0,0
MSTRG.206.6,1008,0,112,0,0,0,454,0,131,193,0,0
MSTRG.206.7,9,4,37,0,2,0,79,0,6,1,118,6
NM_001080142_dup5,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.206.5,0,0,0,50,0,0,0,0,0,1,0,0
NM_001080142_dup3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080142_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080142_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.754.1,2473,3423,3893,2205,2612,1475,3469,2361,3498,2255,3234,2598
NM_017514,689,517,612,625,642,328,872,857,1004,480,784,434
MSTRG.1058.1,452,350,160,151,210,143,420,162,302,170,214,176
NM_001303277,3,21,0,7,0,0,10,0,0,0,31,0
NM_020137,951,420,629,77,836,554,589,608,1204,286,404,652
NM_001039840,926,1293,622,517,3,323,946,575,1065,563,1050,530
NM_001001994,0,0,0,0,0,0,0,0,0,0,0,0
NM_017681,35,56,32,8,16,16,46,23,47,4,56,18
NM_153488_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_198456,66,59,108,79,109,31,54,86,102,31,85,101
NM_145799,23720,24200,47663,17708,9232,9633,20594,14877,12446,13954,12622,13742
NM_198450,1621,658,1200,1174,1194,758,898,1212,1826,1248,1334,1761
NM_198451,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.324.10,12,5,12,10,5,0,461,2,13,9,5,2
NM_001243804,0,120,55,62,53,0,82,67,0,96,30,71
NM_001167990,0,0,0,0,0,0,819,0,0,0,0,0
NM_001167992,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170650,72,0,0,0,70,0,0,0,0,0,0,0
MSTRG.9.3,594,546,375,30,443,100,372,315,566,254,562,515
NM_001135740,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080146_dup3,0,0,0,0,0,0,0,0,0,0,0,0
NM_024859,9,23,8,20,31,8,1,0,6,9,1,39
MSTRG.962.1,4,5,3,1,7,0,12,6,19,6,4,15
MSTRG.951.7,591,520,344,93,73,39,69,75,246,141,316,1037
MSTRG.951.6,313,655,782,69,10,226,108,30,1563,688,696,712
MSTRG.407.1,11,2,4,4,8,2,3,3,17,2,0,8
NM_001105576,120,113,237,157,40,77,57,109,53,75,125,201
MSTRG.951.3,0,1618,0,0,0,0,0,0,0,0,553,0
MSTRG.951.2,0,642,0,0,5,0,32,5,0,518,216,2157
NM_001168648,0,25,0,3,7,0,7,6,16,15,4,0
NM_001168649,0,0,11,0,0,0,76,0,0,0,0,8
NM_001168647,0,0,33,0,0,0,316,0,0,0,0,7
NM_001136273,23,31,27,11,25,4,46,43,16,36,36,28
NM_001080139,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.883.1,15,28,12,6,25,11,45,14,14,9,15,3
NM_001080138,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042479,99,432,142,151,103,62,68,96,88,138,114,77
MSTRG.21.1,48,4,21,13,6,0,14,0,13,6,0,22
NM_001080137,0,0,0,0,0,0,0,0,0,0,0,0
NM_000640,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080425,127,1199,105,344,470,117,488,869,642,551,273,231
NM_001017438_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097605_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.204.1,37,433,82,80,360,223,155,370,106,224,108,152
MSTRG.395.27,1467,582,713,3527,3826,2900,609,674,486,582,511,878
NM_001005613,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.224.1,96,67,128,33,25,17,62,18,57,21,143,69
MSTRG.415.1,262,350,287,90,118,90,337,85,225,103,182,236
NM_001282628,4,0,0,0,0,0,0,0,0,6,0,5
MSTRG.661.2,0,0,0,0,0,0,0,0,136,0,0,0
MSTRG.661.1,253,371,205,211,258,108,303,385,192,180,222,291
NR_104644,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193417,1073,0,0,0,0,404,1116,878,0,0,513,497
NM_001193416,13888,18178,16516,7479,8550,7134,17481,9826,13280,11562,10572,12448
NR_029708,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.562.1,76,52,67,39,29,15,55,35,89,19,38,50
NM_001184808,0,0,0,0,0,0,0,0,0,0,3,0
NM_001282157,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.955.1,0,346,22,0,114,0,9,164,0,0,191,0
MSTRG.403.3,73,58,64,0,0,0,5,65,86,32,0,62
MSTRG.220.1,4,10,0,3,0,0,3,0,2,0,3,4
MSTRG.403.5,2,0,16,196,1,56,1,0,114,36,123,2
MSTRG.403.4,1,0,0,166,2,78,7,0,75,29,126,6
MSTRG.403.7,383,21,1,0,404,0,335,221,238,142,0,0
MSTRG.403.6,26,368,248,3,27,6,213,26,122,99,43,142
NM_019045,1380,1300,1064,679,1077,573,1177,982,1222,702,1328,1024
NM_003413,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.229.2,2,69,137,4,0,116,92,57,95,87,118,102
NR_030232,0,0,0,0,0,0,0,0,0,0,0,0
NR_030233,0,0,0,0,0,0,0,0,0,0,0,0
NR_030230,0,0,0,1,0,0,0,0,0,0,0,0
NR_030231,0,0,0,0,0,0,0,0,0,0,0,0
NR_030236,0,0,0,0,0,0,0,0,0,0,0,0
NM_182541,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.643.1,7,5,8,21,12,1,9,9,19,9,15,15
NM_001270458,0,0,0,0,0,0,0,0,0,0,0,0
NR_030238,0,0,0,0,0,0,0,0,0,0,0,0
NR_030239,0,0,0,0,0,0,0,0,0,0,0,0
NM_145177,200,377,639,710,234,196,217,728,845,411,387,417
NR_031685,0,0,0,0,0,0,0,0,0,0,1,0
NM_006520,779,1309,621,739,991,261,970,978,1344,653,1037,809
NM_054021,0,0,0,0,0,0,0,0,3,0,0,0
NR_131250,0,0,0,0,0,0,0,0,0,0,0,0
NM_032121,7975,7049,7187,4581,5884,2642,5668,6616,6249,3917,9689,5613
NM_001159296,0,19,0,50,0,0,0,0,7,0,0,0
NM_005462,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.123.7,0,398,281,0,0,0,0,0,346,0,0,0
MSTRG.123.4,4,0,0,1,0,0,28,0,0,0,0,342
MSTRG.123.5,136,8,207,471,476,264,521,561,73,172,258,64
MSTRG.123.2,2,65,151,7,0,0,0,0,13,47,0,0
MSTRG.123.3,0,0,0,91,0,0,64,63,0,6,0,73
MSTRG.123.1,0,2,106,0,0,57,158,0,37,0,38,70
MSTRG.649.1,673,596,0,0,0,0,598,0,0,0,0,0
NM_001098406,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.123.8,62,0,0,0,56,45,66,0,53,19,104,0
MSTRG.123.9,0,0,0,0,0,0,9,0,0,0,0,0
NM_001080142_dup9,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.657.1,453,449,522,127,221,171,167,263,466,128,414,176
NM_001098790,0,0,0,1,0,2,0,0,0,0,0,3
NM_001098791,0,0,0,33,57,0,1011,28,0,0,0,0
NM_003604,3,0,0,0,0,0,5,0,0,0,0,0
NR_037494,0,0,0,0,0,0,0,0,0,0,0,0
NM_001029891,9795,10221,9252,4015,4093,5116,4991,6600,8504,4673,6823,10233
MSTRG.840.7,683,349,465,0,641,20,1274,1313,1631,244,1503,699
MSTRG.840.4,0,0,0,1,0,0,0,0,0,0,0,1013
MSTRG.840.2,799,512,537,0,688,0,1311,1611,1398,279,705,860
MSTRG.411.1,8,8,23,29,39,3,15,36,10,10,32,6
MSTRG.19.1,6,10,4,8,35,2,20,27,14,4,11,7
NM_001029896,594,75,22,333,29,5,32,19,75,7,39,453
MSTRG.127.2,1,2,7,0,2,5,14,0,0,6,2,91
MSTRG.127.1,325,644,1224,400,557,149,1234,232,491,207,602,473
MSTRG.127.4,0,0,0,347,0,0,0,0,0,0,0,212
MSTRG.127.5,27,77,85,20,51,20,40,0,0,21,66,36
NM_001039591,8097,5977,5897,3069,4533,3260,6499,3204,8460,5985,5758,6084
NM_001039590,1323,2288,1679,795,884,1575,1465,2103,1712,1259,796,2151
NM_001139498,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.849.1,70,72,27,23,24,40,45,46,37,19,28,38
NM_013453_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037478,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142,0,0,0,0,0,0,0,0,0,0,0,0
NR_027291,74,3,1,3,0,0,0,0,0,0,0,0
MSTRG.659.2,0,76,56,55,0,31,68,55,253,0,243,0
NM_001127197,551,821,1336,978,1616,720,2621,342,913,0,1922,725
NM_014332,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.659.1,489,917,35,688,252,22,549,497,746,407,764,59
NR_039774,0,0,0,0,0,0,0,0,0,1,0,0
NR_027456,58,115,57,8,40,19,94,35,108,32,56,41
NR_027455,70,80,68,17,27,15,94,26,119,39,35,72
NM_001282302,33,51,33,32,11,10,37,32,83,46,61,47
NR_109801,5,4,6,0,3,0,14,3,9,5,0,3
NM_000084,0,0,0,0,0,0,431,0,19,0,0,0
NM_031907,0,0,0,0,0,0,0,0,0,0,2,0
NM_001142432,72,73,58,86,0,0,78,103,111,0,0,75
MSTRG.276.3,0,12,148,506,0,0,0,0,0,139,0,200
NM_024082,0,0,0,0,0,0,0,0,0,0,0,0
NM_080612,0,0,124,0,0,0,0,0,0,0,0,144
MSTRG.796.4,577,553,1416,895,2083,2454,0,0,2621,1466,2387,2842
NM_002641,598,859,490,366,607,215,766,611,997,406,520,591
MSTRG.276.2,150,10,0,0,0,20,578,0,3,0,8,151
NM_013427,375,744,445,500,540,266,431,337,642,504,458,616
NM_013423,3,0,0,0,3,1,0,0,0,0,0,0
NM_001048181,0,0,0,0,0,0,0,0,0,0,0,0
NM_004726,23,10,11,15,14,8,23,24,22,3,13,14
NM_001017978,0,0,0,0,0,0,0,0,0,0,0,0
NM_033053_dup1,0,0,4,0,0,0,0,0,0,0,0,0
NM_017752,392,338,170,79,348,141,208,263,527,242,409,741
NM_012317,7,4,13,36,72,0,163,13,5,28,2,5
NM_012310,1601,894,1024,167,297,234,923,276,463,508,478,757
MSTRG.289.1,0,40,0,0,0,0,1,9,0,0,0,0
NM_198279,497,740,426,261,413,176,760,350,535,313,473,383
NM_033053,0,0,0,3,0,0,0,0,0,0,0,0
MSTRG.362.2,797,0,185,0,532,0,103,362,0,0,0,663
NM_001099682,36,0,12,0,0,0,34,0,8,0,26,0
NM_001099681,0,16,5,0,0,0,0,18,32,9,0,0
NM_001129899,304,82,193,184,113,96,183,133,119,114,122,0
NM_001099686,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099685,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099684,34,0,0,1,0,0,1,0,1,0,34,2
NM_005044,2573,2281,4409,1530,1157,890,3076,2102,2615,2510,2313,2915
MSTRG.116.1,11,25,5,4,47,11,28,26,26,16,13,14
NM_033290,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170779,0,3,0,0,21,0,0,0,28,0,3,0
NM_033048,0,0,0,0,0,0,0,0,0,0,0,0
NM_031274,0,0,0,0,0,3,0,0,0,0,0,0
MSTRG.395.8,0,7,254,0,0,0,0,0,0,0,0,0
MSTRG.1030.6,99,48,240,2,415,32,471,366,494,1,295,14
NM_001282418,2,5,5,0,3,1,4,5,4,4,1,0
MSTRG.118.5,69,206,78,55,57,36,100,75,171,45,45,37
NM_001098409_dup4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098409_dup5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098409_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163279,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098409_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.129.1,10,7,20,11,4,7,17,7,16,8,10,15
NM_001144064,0,0,0,0,0,0,0,0,0,0,0,0
